name,email,phone,preferred_date,preferred_time,service,device_type,device_os,device_browser,ip_city,ip_country,created_at
Sofia Ramirez,sofia.ramirez32@yahoo.com,+34380016058,2026-04-13,11:00,B-Complex IV,Desktop,Windows,Firefox,Barcelona,ES,2026-04-13 10:00
Martina Perez,martina.perez8@hotmail.com,+34599714064,2026-02-25,10:00,Vitamin C IV,Desktop,Linux,Firefox,Madrid,ES,2026-02-25 15:00
Andres Flores,andres.flores29@hotmail.com,+52613443905,2026-06-24,09:00,Symptomatic IV,Desktop,Linux,Firefox,Miami,US,2026-06-24 11:00
Isabella Diaz,isabella.diaz98@hotmail.com,+52830511568,2026-01-26,16:00,General Consultation,Mobile,iOS,Edge,Ciudad de Mexico,MX,2026-01-26 14:00
Isabella Lopez,isabella.lopez22@hotmail.com,+57658712474,2026-01-24,11:00,Vitamin C IV,Mobile,Android,Edge,Ciudad de Mexico,MX,2026-01-24 08:00
Sofia Torres,sofia.torres59@outlook.com,+1161994392,2026-03-16,14:00,Symptomatic IV,Mobile,Windows,Safari,Madrid,ES,2026-03-16 11:00
Tomas Rodriguez,tomas.rodriguez55@gmail.com,+57852032540,2026-05-20,08:00,Facial Harmonization,Desktop,iOS,Safari,Bogota,CO,2026-05-20 11:00
Sofia Diaz,sofia.diaz48@outlook.com,+54581613078,2026-07-16,16:00,Consulta Virtual,Mobile,macOS,Edge,Madrid,ES,2026-07-16 08:00
Hugo Perez,hugo.perez23@gmail.com,+1522043490,2026-01-31,14:00,Vitamin C IV,Desktop,Android,Safari,Madrid,ES,2026-01-31 16:00
Valeria Torres,valeria.torres30@outlook.com,+52594592624,2026-07-19,10:00,Vitamin C IV,Mobile,Android,Safari,Bogota,CO,2026-07-19 08:00
Lucia Lopez,lucia.lopez9@hotmail.com,+34737742679,2026-02-05,08:00,Symptomatic IV,Mobile,iOS,Chrome,Bogota,CO,2026-02-05 15:00
Diego Garcia,diego.garcia65@hotmail.com,+57351429015,2026-07-13,16:00,Consulta Virtual,Mobile,Linux,Firefox,Barcelona,ES,2026-07-13 14:00
Sofia Diaz,sofia.diaz53@hotmail.com,+57395444277,2026-02-21,08:00,Facial Harmonization,Desktop,Linux,Chrome,Barcelona,ES,2026-02-21 15:00
Martina Diaz,martina.diaz68@outlook.com,+57847655456,2026-01-29,11:00,Symptomatic IV,Mobile,Windows,Edge,Valencia,ES,2026-01-29 09:00
Camila Moreno,camila.moreno60@hotmail.com,+34703857319,2026-03-09,11:00,Visita Domiciliaria,Mobile,Linux,Chrome,Buenos Aires,AR,2026-03-09 11:00
Hugo Perez,hugo.perez69@gmail.com,+52155337035,2026-05-21,10:00,IV Rehydration,Desktop,Linux,Safari,Buenos Aires,AR,2026-05-21 16:00
Joaquin Diaz,joaquin.diaz62@hotmail.com,+52457517705,2026-07-06,10:00,Visita Domiciliaria,Mobile,iOS,Chrome,Bogota,CO,2026-07-06 09:00
Diego Moreno,diego.moreno51@hotmail.com,+52692790631,2026-06-24,10:00,Medicina Preventiva,Desktop,macOS,Edge,Bogota,CO,2026-06-24 14:00
Sebastian Rodriguez,sebastian.rodriguez98@outlook.com,+57318106480,2026-02-06,10:00,IV Rehydration,Mobile,iOS,Chrome,Buenos Aires,AR,2026-02-06 15:00
Tomas Flores,tomas.flores38@outlook.com,+52310659326,2026-06-17,10:00,B-Complex IV,Mobile,Linux,Chrome,Ciudad de Mexico,MX,2026-06-17 11:00
Camila Ramirez,camila.ramirez59@outlook.com,+52886808192,2026-03-06,16:00,IV Rehydration,Desktop,Android,Edge,Bogota,CO,2026-03-06 09:00
Hugo Rodriguez,hugo.rodriguez98@gmail.com,+34542802779,2026-03-08,09:00,Enfermedades Crónicas,Tablet,Android,Safari,Ciudad de Mexico,MX,2026-03-08 15:00
Andres Garcia,andres.garcia85@outlook.com,+54116891857,2026-06-16,08:00,Facial Harmonization,Mobile,macOS,Safari,Ciudad de Mexico,MX,2026-06-16 08:00
Camila Garcia,camila.garcia23@outlook.com,+34203416251,2026-03-11,14:00,Vitamin C IV,Desktop,Android,Firefox,Ciudad de Mexico,MX,2026-03-11 16:00
Sebastian Flores,sebastian.flores90@hotmail.com,+52422095317,2026-04-23,15:00,Enfermedades Crónicas,Mobile,iOS,Safari,Miami,US,2026-04-23 08:00
Sofia Rodriguez,sofia.rodriguez56@outlook.com,+57707583925,2026-04-09,16:00,Visita Domiciliaria,Mobile,Linux,Safari,Madrid,ES,2026-04-09 09:00
Camila Garcia,camila.garcia88@gmail.com,+57683074772,2026-05-31,14:00,Consulta General,Desktop,Android,Firefox,Ciudad de Mexico,MX,2026-05-31 08:00
Joaquin Sanchez,joaquin.sanchez39@gmail.com,+52705545509,2026-06-01,09:00,Facial Harmonization,Mobile,macOS,Firefox,Bogota,CO,2026-06-01 11:00
Mateo Torres,mateo.torres7@yahoo.com,+34569319938,2026-06-19,09:00,Enfermedades Crónicas,Desktop,Windows,Edge,Bogota,CO,2026-06-19 16:00
Diego Perez,diego.perez56@outlook.com,+52829816799,2026-04-29,14:00,Consulta General,Desktop,iOS,Firefox,Ciudad de Mexico,MX,2026-04-29 16:00
Sofia Sanchez,sofia.sanchez95@hotmail.com,+54440030663,2026-05-22,10:00,Vitamin C IV,Desktop,iOS,Firefox,Madrid,ES,2026-05-22 11:00
Mateo Martinez,mateo.martinez58@outlook.com,+1695647539,2026-04-23,14:00,Symptomatic IV,Desktop,iOS,Safari,Madrid,ES,2026-04-23 10:00
Andres Sanchez,andres.sanchez38@gmail.com,+54516396603,2026-03-05,16:00,Vitamin C IV,Mobile,Linux,Chrome,Guadalajara,MX,2026-03-05 14:00
Sofia Gonzalez,sofia.gonzalez35@yahoo.com,+54256696327,2026-03-13,08:00,B-Complex IV,Mobile,Windows,Edge,Valencia,ES,2026-03-13 10:00
Diego Moreno,diego.moreno77@outlook.com,+1309968304,2026-03-23,11:00,Vitamin C IV,Desktop,Windows,Safari,Valencia,ES,2026-03-23 11:00
Hugo Perez,hugo.perez43@outlook.com,+54975610118,2026-04-30,16:00,Enfermedades Crónicas,Desktop,Linux,Chrome,Valencia,ES,2026-04-30 10:00
Sofia Sanchez,sofia.sanchez38@yahoo.com,+54718345671,2026-05-03,16:00,B-Complex IV,Desktop,macOS,Firefox,Ciudad de Mexico,MX,2026-05-03 16:00
Diego Flores,diego.flores88@hotmail.com,+1128900946,2026-04-15,15:00,Symptomatic IV,Mobile,Android,Edge,Buenos Aires,AR,2026-04-15 16:00
Hugo Sanchez,hugo.sanchez18@outlook.com,+57359868249,2026-05-11,10:00,Consulta General,Desktop,macOS,Edge,Madrid,ES,2026-05-11 08:00
Valeria Torres,valeria.torres70@outlook.com,+34949030118,2026-04-01,10:00,Consulta General,Tablet,Linux,Safari,Ciudad de Mexico,MX,2026-04-01 08:00
Martina Flores,martina.flores73@gmail.com,+54908186980,2026-05-22,10:00,Visita Domiciliaria,Desktop,macOS,Safari,Valencia,ES,2026-05-22 08:00
Isabella Torres,isabella.torres58@hotmail.com,+57519977113,2026-06-29,11:00,Medicina Preventiva,Mobile,Linux,Chrome,Ciudad de Mexico,MX,2026-06-29 10:00
Mateo Moreno,mateo.moreno45@hotmail.com,+57468365044,2026-07-16,11:00,Medicina Preventiva,Mobile,Linux,Edge,Miami,US,2026-07-16 10:00
Sebastian Perez,sebastian.perez39@gmail.com,+34969930526,2026-03-25,15:00,Vitamin C IV,Mobile,Windows,Safari,Bogota,CO,2026-03-25 15:00
Isabella Martinez,isabella.martinez43@hotmail.com,+1557810637,2026-06-12,11:00,B-Complex IV,Desktop,macOS,Chrome,Bogota,CO,2026-06-12 09:00
Joaquin Flores,joaquin.flores58@hotmail.com,+1561228852,2026-02-11,11:00,Vitamin C IV,Desktop,Android,Chrome,Valencia,ES,2026-02-11 10:00
Hugo Torres,hugo.torres47@hotmail.com,+57311606895,2026-01-25,11:00,Vitamin C IV,Mobile,macOS,Firefox,Madrid,ES,2026-01-25 14:00
Andres Perez,andres.perez80@outlook.com,+52973744799,2026-04-16,15:00,Consulta General,Mobile,Windows,Safari,Guadalajara,MX,2026-04-16 15:00
Joaquin Martinez,joaquin.martinez54@outlook.com,+1248033880,2026-06-19,14:00,IV Rehydration,Mobile,Android,Edge,Madrid,ES,2026-06-19 15:00
Sofia Torres,sofia.torres63@hotmail.com,+57250642261,2026-03-09,09:00,IV Rehydration,Desktop,macOS,Safari,Guadalajara,MX,2026-03-09 16:00
Diego Sanchez,diego.sanchez53@outlook.com,+54546279777,2026-04-24,15:00,Enfermedades Crónicas,Tablet,macOS,Chrome,Ciudad de Mexico,MX,2026-04-24 08:00
Camila Garcia,camila.garcia29@yahoo.com,+1409957384,2026-03-02,09:00,Medicina Preventiva,Mobile,Linux,Edge,Bogota,CO,2026-03-02 14:00
Emma Torres,emma.torres70@yahoo.com,+34916048218,2026-03-16,15:00,Symptomatic IV,Mobile,Android,Edge,Madrid,ES,2026-03-16 08:00
Sebastian Gonzalez,sebastian.gonzalez12@yahoo.com,+54226042285,2026-02-07,16:00,Enfermedades Crónicas,Mobile,Android,Firefox,Miami,US,2026-02-07 16:00
Sofia Lopez,sofia.lopez8@hotmail.com,+1476685251,2026-02-18,14:00,B-Complex IV,Desktop,Linux,Chrome,Madrid,ES,2026-02-18 10:00
Martina Rodriguez,martina.rodriguez97@hotmail.com,+54163657733,2026-01-23,10:00,Atención Pediátrica,Tablet,Android,Chrome,Ciudad de Mexico,MX,2026-01-23 09:00
Emma Diaz,emma.diaz63@outlook.com,+52720005941,2026-06-17,15:00,B-Complex IV,Desktop,macOS,Edge,Medellin,CO,2026-06-17 11:00
Isabella Moreno,isabella.moreno89@yahoo.com,+57588225728,2026-07-05,11:00,IV Rehydration,Desktop,iOS,Safari,Madrid,ES,2026-07-05 15:00
Emma Torres,emma.torres28@outlook.com,+54985673417,2026-03-29,09:00,Facial Harmonization,Desktop,Windows,Firefox,Buenos Aires,AR,2026-03-29 10:00
Sebastian Perez,sebastian.perez6@gmail.com,+34772355141,2026-03-06,16:00,Enfermedades Crónicas,Mobile,iOS,Safari,Ciudad de Mexico,MX,2026-03-06 16:00
Joaquin Martinez,joaquin.martinez21@yahoo.com,+57200223044,2026-06-13,15:00,IV Rehydration,Tablet,iOS,Firefox,Valencia,ES,2026-06-13 15:00
Emma Lopez,emma.lopez84@outlook.com,+34855590022,2026-02-06,08:00,Vitamin C IV,Desktop,macOS,Safari,Bogota,CO,2026-02-06 09:00
Lucia Garcia,lucia.garcia16@yahoo.com,+54845210115,2026-02-23,09:00,Symptomatic IV,Mobile,Android,Edge,Bogota,CO,2026-02-23 08:00
Emma Martinez,emma.martinez9@hotmail.com,+1704829337,2026-06-26,08:00,General Consultation,Desktop,Android,Edge,Madrid,ES,2026-06-26 10:00
Martina Ramirez,martina.ramirez12@hotmail.com,+34250337960,2026-05-31,16:00,Vitamin C IV,Mobile,macOS,Firefox,Valencia,ES,2026-05-31 11:00
Martina Rodriguez,martina.rodriguez71@hotmail.com,+1744253537,2026-05-05,15:00,General Consultation,Desktop,iOS,Firefox,Barcelona,ES,2026-05-05 09:00
Martina Garcia,martina.garcia64@hotmail.com,+54221057584,2026-03-14,09:00,Facial Harmonization,Mobile,Linux,Safari,Valencia,ES,2026-03-14 14:00
Sofia Sanchez,sofia.sanchez47@outlook.com,+1833303441,2026-07-21,09:00,Medicina Preventiva,Tablet,iOS,Safari,Buenos Aires,AR,2026-07-21 14:00
Lucia Sanchez,lucia.sanchez81@yahoo.com,+1923678093,2026-07-07,11:00,Symptomatic IV,Mobile,macOS,Safari,Barcelona,ES,2026-07-07 15:00
Mateo Gonzalez,mateo.gonzalez66@gmail.com,+52967647911,2026-03-09,09:00,Facial Harmonization,Mobile,macOS,Safari,Madrid,ES,2026-03-09 10:00
Diego Garcia,diego.garcia12@hotmail.com,+54224539647,2026-01-27,11:00,General Consultation,Mobile,iOS,Firefox,Miami,US,2026-01-27 15:00
Joaquin Martinez,joaquin.martinez21@gmail.com,+54472271797,2026-02-06,14:00,Facial Harmonization,Desktop,Windows,Chrome,Madrid,ES,2026-02-06 10:00
Joaquin Rodriguez,joaquin.rodriguez43@gmail.com,+54392036942,2026-06-22,14:00,Vitamin C IV,Desktop,Linux,Safari,Buenos Aires,AR,2026-06-22 11:00
Hugo Flores,hugo.flores48@hotmail.com,+52373928805,2026-03-30,16:00,Vitamin C IV,Mobile,Linux,Safari,Madrid,ES,2026-03-30 09:00
Lucia Lopez,lucia.lopez61@gmail.com,+57511221078,2026-03-16,09:00,B-Complex IV,Mobile,iOS,Edge,Buenos Aires,AR,2026-03-16 09:00
Andres Rodriguez,andres.rodriguez23@gmail.com,+52963651372,2026-05-01,14:00,Visita Domiciliaria,Mobile,macOS,Safari,Madrid,ES,2026-05-01 11:00
Mateo Torres,mateo.torres2@outlook.com,+57315469014,2026-05-13,10:00,Facial Harmonization,Desktop,Windows,Chrome,Barcelona,ES,2026-05-13 11:00
Emma Lopez,emma.lopez20@hotmail.com,+34540272920,2026-04-21,08:00,B-Complex IV,Mobile,Windows,Safari,Ciudad de Mexico,MX,2026-04-21 10:00
Joaquin Moreno,joaquin.moreno14@yahoo.com,+52668883968,2026-07-24,09:00,Symptomatic IV,Desktop,iOS,Chrome,Valencia,ES,2026-07-24 15:00
Hugo Torres,hugo.torres90@outlook.com,+57592265554,2026-05-14,15:00,Vitamin C IV,Mobile,iOS,Chrome,Buenos Aires,AR,2026-05-14 15:00
Valeria Diaz,valeria.diaz31@hotmail.com,+57380236885,2026-04-15,16:00,IV Rehydration,Mobile,macOS,Firefox,Ciudad de Mexico,MX,2026-04-15 10:00
Diego Martinez,diego.martinez20@gmail.com,+34276496293,2026-03-31,11:00,Symptomatic IV,Mobile,macOS,Safari,Madrid,ES,2026-03-31 14:00
Camila Ramirez,camila.ramirez16@yahoo.com,+34269238221,2026-04-24,16:00,Consulta General,Tablet,Linux,Safari,Barcelona,ES,2026-04-24 09:00
Lucia Diaz,lucia.diaz34@yahoo.com,+52133374137,2026-04-30,11:00,Enfermedades Crónicas,Tablet,Linux,Chrome,Valencia,ES,2026-04-30 08:00
Emma Lopez,emma.lopez26@hotmail.com,+54499689381,2026-03-27,15:00,General Consultation,Mobile,iOS,Firefox,Madrid,ES,2026-03-27 16:00
Emma Martinez,emma.martinez43@gmail.com,+34145844821,2026-07-03,11:00,Vitamin C IV,Mobile,Linux,Edge,Guadalajara,MX,2026-07-03 16:00
Valeria Martinez,valeria.martinez28@yahoo.com,+52395259429,2026-04-14,10:00,Symptomatic IV,Mobile,Android,Safari,Valencia,ES,2026-04-14 14:00
Sebastian Sanchez,sebastian.sanchez8@outlook.com,+34400407178,2026-02-16,11:00,Vitamin C IV,Mobile,Android,Chrome,Guadalajara,MX,2026-02-16 15:00
Andres Ramirez,andres.ramirez45@outlook.com,+1639440654,2026-03-07,10:00,IV Rehydration,Tablet,Android,Safari,Medellin,CO,2026-03-07 10:00
Isabella Perez,isabella.perez21@hotmail.com,+34366134484,2026-02-20,15:00,B-Complex IV,Mobile,Linux,Safari,Miami,US,2026-02-20 16:00
Valeria Perez,valeria.perez23@hotmail.com,+52736212983,2026-05-29,10:00,Medicina Preventiva,Mobile,Windows,Safari,Miami,US,2026-05-29 15:00
Sofia Flores,sofia.flores64@hotmail.com,+1431843213,2026-01-26,09:00,Facial Harmonization,Mobile,iOS,Safari,Ciudad de Mexico,MX,2026-01-26 09:00
Lucia Perez,lucia.perez17@hotmail.com,+57869805921,2026-02-20,09:00,Consulta Virtual,Mobile,Windows,Safari,Ciudad de Mexico,MX,2026-02-20 08:00
Emma Rodriguez,emma.rodriguez10@yahoo.com,+57856491925,2026-06-17,15:00,IV Rehydration,Mobile,iOS,Firefox,Buenos Aires,AR,2026-06-17 10:00
Martina Ramirez,martina.ramirez23@yahoo.com,+1844704803,2026-05-02,14:00,Medicina Preventiva,Desktop,Android,Chrome,Valencia,ES,2026-05-02 11:00
Sofia Moreno,sofia.moreno90@gmail.com,+1520478827,2026-05-07,16:00,Visita Domiciliaria,Desktop,Linux,Safari,Barcelona,ES,2026-05-07 09:00
Tomas Lopez,tomas.lopez64@gmail.com,+52455589390,2026-02-20,15:00,Vitamin C IV,Mobile,Windows,Firefox,Medellin,CO,2026-02-20 09:00
Joaquin Diaz,joaquin.diaz58@yahoo.com,+34384769690,2026-02-12,09:00,B-Complex IV,Desktop,iOS,Firefox,Madrid,ES,2026-02-12 10:00
Valeria Martinez,valeria.martinez64@outlook.com,+54477131597,2026-06-27,14:00,IV Rehydration,Mobile,macOS,Chrome,Valencia,ES,2026-06-27 09:00
Camila Garcia,camila.garcia34@yahoo.com,+34179672074,2026-03-31,10:00,B-Complex IV,Mobile,macOS,Chrome,Buenos Aires,AR,2026-03-31 15:00
Sebastian Moreno,sebastian.moreno56@gmail.com,+52752102334,2026-07-03,11:00,Vitamin C IV,Mobile,iOS,Firefox,Miami,US,2026-07-03 09:00
Mateo Garcia,mateo.garcia74@outlook.com,+1627151698,2026-06-04,09:00,Vitamin C IV,Desktop,iOS,Edge,Barcelona,ES,2026-06-04 08:00
Mateo Garcia,mateo.garcia22@hotmail.com,+57187978213,2026-05-10,11:00,Enfermedades Crónicas,Desktop,Windows,Edge,Ciudad de Mexico,MX,2026-05-10 11:00
Valeria Martinez,valeria.martinez49@yahoo.com,+57300341906,2026-03-21,11:00,Vitamin C IV,Mobile,macOS,Edge,Guadalajara,MX,2026-03-21 10:00
Sofia Moreno,sofia.moreno11@gmail.com,+57967776836,2026-05-28,14:00,Symptomatic IV,Desktop,Linux,Chrome,Ciudad de Mexico,MX,2026-05-28 14:00
Valeria Torres,valeria.torres74@outlook.com,+52611382735,2026-07-09,10:00,Vitamin C IV,Desktop,iOS,Chrome,Medellin,CO,2026-07-09 08:00
Diego Lopez,diego.lopez6@hotmail.com,+54184147554,2026-04-01,15:00,Symptomatic IV,Mobile,Android,Firefox,Miami,US,2026-04-01 10:00
Isabella Perez,isabella.perez67@yahoo.com,+54113275526,2026-07-07,16:00,Consulta General,Mobile,Linux,Edge,Ciudad de Mexico,MX,2026-07-07 08:00
Tomas Rodriguez,tomas.rodriguez73@gmail.com,+34943687944,2026-04-09,10:00,Atención Pediátrica,Mobile,Windows,Edge,Ciudad de Mexico,MX,2026-04-09 10:00
Sebastian Garcia,sebastian.garcia36@hotmail.com,+54254460628,2026-04-17,14:00,General Consultation,Desktop,macOS,Safari,Guadalajara,MX,2026-04-17 11:00
Sebastian Gonzalez,sebastian.gonzalez3@yahoo.com,+57977661452,2026-05-01,16:00,IV Rehydration,Desktop,Windows,Edge,Madrid,ES,2026-05-01 16:00
Diego Martinez,diego.martinez96@yahoo.com,+54931109347,2026-01-27,16:00,IV Rehydration,Desktop,macOS,Safari,Miami,US,2026-01-27 09:00
Joaquin Ramirez,joaquin.ramirez8@yahoo.com,+1949856342,2026-04-02,09:00,Vitamin C IV,Mobile,Linux,Edge,Medellin,CO,2026-04-02 09:00
Diego Lopez,diego.lopez32@gmail.com,+34590108029,2026-03-12,08:00,Consulta Virtual,Desktop,Android,Firefox,Madrid,ES,2026-03-12 10:00
Sebastian Flores,sebastian.flores23@outlook.com,+54730157871,2026-03-27,14:00,IV Rehydration,Desktop,Android,Firefox,Barcelona,ES,2026-03-27 15:00
Lucia Martinez,lucia.martinez29@hotmail.com,+52827669728,2026-01-29,09:00,B-Complex IV,Mobile,macOS,Safari,Madrid,ES,2026-01-29 16:00
Lucia Lopez,lucia.lopez78@yahoo.com,+57865299271,2026-01-30,15:00,General Consultation,Desktop,macOS,Edge,Guadalajara,MX,2026-01-30 16:00
Hugo Flores,hugo.flores75@outlook.com,+34107889398,2026-04-24,14:00,Visita Domiciliaria,Mobile,Windows,Firefox,Bogota,CO,2026-04-24 10:00
Camila Diaz,camila.diaz36@yahoo.com,+57804503060,2026-01-30,15:00,Visita Domiciliaria,Mobile,Windows,Chrome,Madrid,ES,2026-01-30 09:00
Emma Flores,emma.flores85@outlook.com,+57830955923,2026-03-14,09:00,Consulta General,Desktop,macOS,Firefox,Medellin,CO,2026-03-14 10:00
Tomas Moreno,tomas.moreno44@hotmail.com,+52836928463,2026-04-08,14:00,General Consultation,Mobile,macOS,Firefox,Bogota,CO,2026-04-08 14:00
Sofia Gonzalez,sofia.gonzalez61@gmail.com,+52895555607,2026-05-09,10:00,Consulta General,Desktop,Linux,Chrome,Buenos Aires,AR,2026-05-09 15:00
Diego Moreno,diego.moreno54@yahoo.com,+57499090969,2026-04-30,10:00,General Consultation,Desktop,macOS,Safari,Barcelona,ES,2026-04-30 11:00
Mateo Ramirez,mateo.ramirez65@hotmail.com,+34830893658,2026-07-11,11:00,Facial Harmonization,Mobile,macOS,Safari,Miami,US,2026-07-11 16:00
Valeria Flores,valeria.flores19@outlook.com,+57868443155,2026-06-16,09:00,Medicina Preventiva,Mobile,macOS,Firefox,Barcelona,ES,2026-06-16 15:00
Sebastian Gonzalez,sebastian.gonzalez98@hotmail.com,+52718774770,2026-06-09,16:00,Vitamin C IV,Mobile,iOS,Chrome,Madrid,ES,2026-06-09 14:00
Valeria Garcia,valeria.garcia69@gmail.com,+52884539206,2026-04-04,10:00,Visita Domiciliaria,Mobile,Windows,Chrome,Miami,US,2026-04-04 08:00
Camila Martinez,camila.martinez50@gmail.com,+1732080338,2026-01-30,10:00,B-Complex IV,Mobile,iOS,Firefox,Buenos Aires,AR,2026-01-30 10:00
Andres Sanchez,andres.sanchez44@hotmail.com,+54485742696,2026-03-30,16:00,B-Complex IV,Desktop,macOS,Safari,Guadalajara,MX,2026-03-30 09:00
Joaquin Garcia,joaquin.garcia16@hotmail.com,+57863548641,2026-05-28,15:00,Medicina Preventiva,Desktop,macOS,Firefox,Madrid,ES,2026-05-28 16:00
Lucia Diaz,lucia.diaz84@gmail.com,+34151791998,2026-03-10,15:00,Vitamin C IV,Desktop,macOS,Edge,Guadalajara,MX,2026-03-10 08:00
Diego Moreno,diego.moreno39@gmail.com,+54810456933,2026-03-06,08:00,Consulta General,Mobile,Windows,Chrome,Bogota,CO,2026-03-06 11:00
Sebastian Lopez,sebastian.lopez34@hotmail.com,+1316544937,2026-06-27,10:00,Consulta General,Mobile,Windows,Chrome,Medellin,CO,2026-06-27 08:00
Sebastian Perez,sebastian.perez1@hotmail.com,+34821160591,2026-03-06,08:00,Consulta Virtual,Mobile,Linux,Edge,Barcelona,ES,2026-03-06 09:00
Joaquin Rodriguez,joaquin.rodriguez83@yahoo.com,+52590432899,2026-07-01,10:00,B-Complex IV,Desktop,iOS,Safari,Madrid,ES,2026-07-01 16:00
Andres Diaz,andres.diaz55@yahoo.com,+34202003827,2026-06-10,16:00,Medicina Preventiva,Desktop,iOS,Safari,Buenos Aires,AR,2026-06-10 16:00
Andres Ramirez,andres.ramirez94@yahoo.com,+34500099988,2026-06-19,16:00,IV Rehydration,Desktop,iOS,Edge,Madrid,ES,2026-06-19 11:00
Hugo Ramirez,hugo.ramirez84@outlook.com,+52221393557,2026-03-30,09:00,Consulta General,Mobile,iOS,Chrome,Valencia,ES,2026-03-30 08:00
Tomas Diaz,tomas.diaz24@outlook.com,+1507754288,2026-04-09,16:00,IV Rehydration,Desktop,iOS,Chrome,Ciudad de Mexico,MX,2026-04-09 11:00
Martina Perez,martina.perez91@gmail.com,+1924127682,2026-03-20,15:00,Facial Harmonization,Mobile,Linux,Chrome,Madrid,ES,2026-03-20 15:00
Tomas Rodriguez,tomas.rodriguez85@outlook.com,+52617468048,2026-04-29,10:00,Consulta General,Mobile,macOS,Chrome,Bogota,CO,2026-04-29 16:00
Lucia Diaz,lucia.diaz65@hotmail.com,+54632398698,2026-03-04,16:00,B-Complex IV,Desktop,macOS,Firefox,Guadalajara,MX,2026-03-04 09:00
Diego Torres,diego.torres52@outlook.com,+52184643708,2026-05-01,11:00,Symptomatic IV,Tablet,Linux,Edge,Madrid,ES,2026-05-01 08:00
Sebastian Moreno,sebastian.moreno14@gmail.com,+54542745150,2026-03-19,08:00,Facial Harmonization,Mobile,iOS,Safari,Madrid,ES,2026-03-19 16:00
Isabella Torres,isabella.torres84@hotmail.com,+54465989408,2026-02-20,10:00,Enfermedades Crónicas,Tablet,Android,Edge,Guadalajara,MX,2026-02-20 10:00
Joaquin Diaz,joaquin.diaz92@yahoo.com,+54222431652,2026-03-03,08:00,Medicina Preventiva,Desktop,Android,Safari,Guadalajara,MX,2026-03-03 10:00
Isabella Perez,isabella.perez6@gmail.com,+52628734252,2026-04-25,09:00,Enfermedades Crónicas,Tablet,macOS,Safari,Barcelona,ES,2026-04-25 10:00
Hugo Sanchez,hugo.sanchez59@hotmail.com,+52869645166,2026-02-18,10:00,Vitamin C IV,Mobile,macOS,Safari,Madrid,ES,2026-02-18 15:00
Sebastian Ramirez,sebastian.ramirez64@hotmail.com,+34669474377,2026-02-02,15:00,Vitamin C IV,Mobile,macOS,Edge,Medellin,CO,2026-02-02 14:00
Hugo Martinez,hugo.martinez50@gmail.com,+1750860170,2026-06-09,10:00,Facial Harmonization,Desktop,macOS,Edge,Madrid,ES,2026-06-09 14:00
Andres Gonzalez,andres.gonzalez18@outlook.com,+52543182078,2026-01-28,14:00,Consulta General,Desktop,Linux,Firefox,Barcelona,ES,2026-01-28 16:00
Joaquin Torres,joaquin.torres26@hotmail.com,+52770194841,2026-01-26,15:00,B-Complex IV,Mobile,Windows,Chrome,Barcelona,ES,2026-01-26 15:00
Martina Perez,martina.perez98@gmail.com,+57703743777,2026-02-08,11:00,General Consultation,Mobile,macOS,Firefox,Ciudad de Mexico,MX,2026-02-08 16:00
Lucia Sanchez,lucia.sanchez7@hotmail.com,+34314643586,2026-04-07,10:00,Medicina Preventiva,Desktop,Android,Firefox,Ciudad de Mexico,MX,2026-04-07 15:00
Emma Gonzalez,emma.gonzalez97@hotmail.com,+1134688715,2026-05-21,10:00,Enfermedades Crónicas,Mobile,iOS,Chrome,Madrid,ES,2026-05-21 15:00
Emma Moreno,emma.moreno89@yahoo.com,+34509721231,2026-02-09,11:00,Symptomatic IV,Mobile,Windows,Safari,Barcelona,ES,2026-02-09 08:00
